Date,Region,District,Population,Densite,Maladie,Cas_confirmes,Morts,Temperature_moy,Humidite_moy,Precipitations_tota,Vent_vit_moy,Densite_moustiques,Espece_vecteur,Acces_soins
2022-02-15,Saint-Louis,PODOR,1127006,58.55,Dengue,18,0,26.1,57.08,744.32,3.77,0.02,Aedes aegypti,0.78
2022-02-15,Sedhiou,SEDHIOU,598394,81.39,Paludisme,3134,17,26.45,65.66,1500.0,1.57,5.24,Anopheles gambiae,0.79
2022-02-15,Sedhiou,BOUNKILING,598394,81.39,Dengue,12,0,26.45,65.66,1500.0,1.57,0.02,Aedes aegypti,0.6
2022-02-15,Tambacounda,GOUDIRY,912193,21.52,Paludisme,8044,64,28.76,49.05,699.01,2.58,8.82,Anopheles gambiae,0.86
2022-02-15,Tambacounda,DIANKHEMAKHAN,912193,21.52,Dengue,6,0,28.76,49.05,699.01,2.58,0.01,Aedes aegypti,0.61
2022-02-15,Thies,JOAL,2274939,340.95,Paludisme,8474,37,26.11,65.13,206.43,3.38,3.72,Anopheles gambiae,0.88
2022-02-15,Thies,MBOUR,2274939,340.95,Dengue,4,0,26.11,65.13,206.43,3.38,0.0,Aedes aegypti,0.89
2022-02-15,Ziguinchor,DIOULOULOU,693836,94.3,Paludisme,4894,34,26.6,66.68,1500.0,1.18,7.05,Anopheles gambiae,0.64
2022-02-15,Ziguinchor,OUSSOUYE,693836,94.3,Dengue,35,0,26.6,66.68,1500.0,1.18,0.05,Aedes aegypti,0.72
2022-03-15,Dakar,RUFISQUE,3937727,7198.81,Paludisme,21421,153,24.87,81.08,569.4,4.28,5.44,Anopheles gambiae,0.81
2022-03-15,Dakar,DAKAR-CENTRE,3937727,7198.81,Dengue,38,0,24.87,81.08,569.4,4.28,0.01,Aedes aegypti,0.85
2022-03-15,Diourbel,DIOURBEL,1915297,397.06,Paludisme,2,0,27.74,47.82,687.26,3.05,0.0,Anopheles gambiae,0.61
2022-03-15,Diourbel,BAMBEY,1915297,397.06,Dengue,0,0,27.74,47.82,687.26,3.05,0.0,Aedes aegypti,0.85
2022-03-15,Fatick,FOUNDIOUGNE,939479,137.12,Paludisme,630,2,27.45,53.38,777.4,2.87,0.67,Anopheles gambiae,0.81
2022-03-15,Fatick,FOUNDIOUGNE,939479,137.12,Dengue,1,0,27.45,53.38,777.4,2.87,0.0,Aedes aegypti,0.83
2022-03-15,Kaffrine,KAFFRINE,780562,69.59,Paludisme,2,0,27.58,54.21,945.85,2.53,0.0,Anopheles gambiae,0.83
2022-03-15,Kaffrine,BIRKELANE,780562,69.59,Dengue,8,0,27.58,54.21,945.85,2.53,0.01,Aedes aegypti,0.83
2022-03-15,Kaolack,NIORO DU RIP,1230471,229.8,Paludisme,4875,45,27.44,55.77,757.93,2.63,3.96,Anopheles gambiae,0.84
2022-03-15,Kaolack,NIORO DU RIP,1230471,229.8,Dengue,3,0,27.44,55.77,757.93,2.63,0.0,Aedes aegypti,0.69
2022-03-15,Kedougou,SALEMATA,201788,12.01,Paludisme,8198,66,28.05,54.71,1441.72,1.99,40.63,Anopheles gambiae,0.77
2022-03-15,Kedougou,KEDOUGOU,201788,12.01,Dengue,3,0,28.05,54.71,1441.72,1.99,0.01,Aedes aegypti,0.71
2022-03-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Paludisme,94129,549,26.13,63.46,937.32,1.95,100.0,Anopheles gambiae,0.87
2022-03-15,Kolda,VELINGARA,872765,63.55,Dengue,0,0,26.13,63.46,937.32,1.95,0.0,Aedes aegypti,0.76
2022-03-15,Louga,LINGUERE,1084483,43.46,Paludisme,1930,7,26.37,55.24,821.42,3.31,1.78,Anopheles gambiae,0.62
2022-03-15,Louga,SAKAL,1084483,43.46,Dengue,5,0,26.37,55.24,821.42,3.31,0.0,Aedes aegypti,0.64
2022-03-15,Matam,RANEROU,749441,25.5,Paludisme,6778,67,29.22,40.23,322.39,2.87,9.04,Anopheles gambiae,0.61
2022-03-15,Matam,KIDIRA,749441,25.5,Dengue,2,0,29.22,40.23,322.39,2.87,0.0,Aedes aegypti,0.69
2022-03-15,Saint-Louis,PETE,1127006,58.55,Paludisme,743,5,26.13,55.18,661.95,3.75,0.66,Anopheles gambiae,0.74
2022-03-15,Saint-Louis,RICHARD-TOLL,1127006,58.55,Dengue,51,0,26.13,55.18,661.95,3.75,0.05,Aedes aegypti,0.9
2022-03-15,Sedhiou,BOUNKILING,598394,81.39,Paludisme,17513,78,26.52,63.29,1500.0,1.79,29.27,Anopheles gambiae,0.66
2022-03-15,Sedhiou,BOUNKILING,598394,81.39,Dengue,28,0,26.52,63.29,1500.0,1.79,0.05,Aedes aegypti,0.85
2022-03-15,Tambacounda,GOUDIRY,912193,21.52,Paludisme,137719,1326,28.58,44.53,780.41,2.56,100.0,Anopheles gambiae,0.76
2022-03-15,Tambacounda,TAMBACOUNDA,912193,21.52,Dengue,8,0,28.58,44.53,780.41,2.56,0.01,Aedes aegypti,0.81
2022-03-15,Thies,KHOMBOLE,2274939,340.95,Paludisme,2908,28,25.57,66.24,129.41,3.26,1.28,Anopheles gambiae,0.89
2022-03-15,Thies,TIVAOUANE,2274939,340.95,Dengue,14,0,25.57,66.24,129.41,3.26,0.01,Aedes aegypti,0.88
2022-03-15,Ziguinchor,ZIGUINCHOR,693836,94.3,Paludisme,6139,47,26.55,64.7,1500.0,1.22,8.85,Anopheles gambiae,0.89
2022-03-15,Ziguinchor,BIGNONA,693836,94.3,Dengue,15,0,26.55,64.7,1500.0,1.22,0.02,Aedes aegypti,0.72
2022-04-15,Dakar,YEUMBEUL,3937727,7198.81,Paludisme,19635,131,24.03,80.65,668.67,4.65,4.99,Anopheles gambiae,0.87
2022-04-15,Dakar,DAKAR-NORD,3937727,7198.81,Dengue,16,0,24.03,80.65,668.67,4.65,0.0,Aedes aegypti,0.81
2022-04-15,Diourbel,MBACKE,1915297,397.06,Paludisme,20976,206,27.73,51.4,741.38,2.86,10.95,Anopheles gambiae,0.86
2022-04-15,Diourbel,TOUBA,1915297,397.06,Dengue,193,0,27.73,51.4,741.38,2.86,0.1,Aedes aegypti,0.67
2022-04-15,Fatick,SOKONE,939479,137.12,Paludisme,947,3,28.1,55.72,730.24,2.78,1.01,Anopheles gambiae,0.84
2022-04-15,Fatick,FOUNDIOUGNE,939479,137.12,Dengue,54,0,28.1,55.72,730.24,2.78,0.06,Aedes aegypti,0.67
2022-04-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,2563,15,27.28,56.19,1028.74,2.49,3.28,Anopheles gambiae,0.72
2022-04-15,Kaffrine,MALEM-HODDAR,780562,69.59,Dengue,9,0,27.28,56.19,1028.74,2.49,0.01,Aedes aegypti,0.64
2022-04-15,Kaolack,KAOLACK,1230471,229.8,Paludisme,11870,115,27.05,51.3,608.34,2.44,9.65,Anopheles gambiae,0.68
2022-04-15,Kaolack,NIORO DU RIP,1230471,229.8,Dengue,2,0,27.05,51.3,608.34,2.44,0.0,Aedes aegypti,0.68
2022-04-15,Kedougou,SARAYA,201788,12.01,Paludisme,60856,277,27.62,56.95,1288.4,1.97,100.0,Anopheles gambiae,0.67
2022-04-15,Kedougou,SALEMATA,201788,12.01,Dengue,1,0,27.62,56.95,1288.4,1.97,0.0,Aedes aegypti,0.86
2022-04-15,Kolda,KOLDA,872765,63.55,Paludisme,54314,297,26.23,71.9,1500.0,2.46,62.23,Anopheles gambiae,0.87
2022-04-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Dengue,51,0,26.23,71.9,1500.0,2.46,0.06,Aedes aegypti,0.73
2022-04-15,Louga,DAROU-MOUSTY,1084483,43.46,Paludisme,400,2,26.82,56.16,149.01,3.23,0.37,Anopheles gambiae,0.61
2022-04-15,Louga,KEUR-MOMAR-SARR,1084483,43.46,Dengue,6,0,26.82,56.16,149.01,3.23,0.01,Aedes aegypti,0.62
2022-04-15,Matam,DAGANA,749441,25.5,Paludisme,2004,16,28.89,45.17,1068.49,2.84,2.67,Anopheles gambiae,0.85
2022-04-15,Matam,KIDIRA,749441,25.5,Dengue,43,0,28.89,45.17,1068.49,2.84,0.06,Aedes aegypti,0.76
2022-04-15,Saint-Louis,PODOR,1127006,58.55,Paludisme,392,2,26.08,53.26,810.78,3.51,0.35,Anopheles gambiae,0.86
2022-04-15,Saint-Louis,PETE,1127006,58.55,Dengue,7,0,26.08,53.26,810.78,3.51,0.01,Aedes aegypti,0.89
2022-04-15,Sedhiou,SEDHIOU,598394,81.39,Paludisme,1,0,26.66,64.77,1500.0,1.7,0.0,Anopheles gambiae,0.68
2022-04-15,Sedhiou,SEDHIOU,598394,81.39,Dengue,0,0,26.66,64.77,1500.0,1.7,0.0,Aedes aegypti,0.9
2022-04-15,Tambacounda,TAMBACOUNDA,912193,21.52,Paludisme,54076,319,28.48,46.21,818.65,2.67,59.28,Anopheles gambiae,0.81
2022-04-15,Tambacounda,BAKEL,912193,21.52,Dengue,3,0,28.48,46.21,818.65,2.67,0.0,Aedes aegypti,0.68
2022-04-15,Thies,POPENGUINE,2274939,340.95,Paludisme,2332,16,25.42,69.71,916.74,3.33,1.03,Anopheles gambiae,0.88
2022-04-15,Thies,MBOUR,2274939,340.95,Dengue,8,0,25.42,69.71,916.74,3.33,0.0,Aedes aegypti,0.95
2022-04-15,Ziguinchor,ZIGUINCHOR,693836,94.3,Paludisme,3118,10,26.43,67.43,1474.3,1.22,4.49,Anopheles gambiae,0.7
2022-04-15,Ziguinchor,DIOULOULOU,693836,94.3,Dengue,14,0,26.43,67.43,1474.3,1.22,0.02,Aedes aegypti,0.65
2022-05-15,Dakar,DIAMNIADIO,3937727,7198.81,Paludisme,1,0,24.71,80.02,561.1,4.61,0.0,Anopheles gambiae,0.86
2022-05-15,Dakar,DIAMNIADIO,3937727,7198.81,Dengue,29,0,24.71,80.02,561.1,4.61,0.01,Aedes aegypti,0.82
2022-05-15,Diourbel,MBACKE,1915297,397.06,Paludisme,26256,178,27.81,55.35,662.87,3.26,13.71,Anopheles gambiae,0.75
2022-05-15,Diourbel,MBACKE,1915297,397.06,Dengue,382,1,27.81,55.35,662.87,3.26,0.2,Aedes aegypti,0.89
2022-05-15,Fatick,NDOFFANE,939479,137.12,Paludisme,126,1,27.82,51.19,781.84,3.02,0.13,Anopheles gambiae,0.84
2022-05-15,Fatick,FATICK,939479,137.12,Dengue,41,0,27.82,51.19,781.84,3.02,0.04,Aedes aegypti,0.88
2022-05-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,3525,15,27.24,56.52,806.03,2.49,4.52,Anopheles gambiae,0.88
2022-05-15,Kaffrine,KAFFRINE,780562,69.59,Dengue,6,0,27.24,56.52,806.03,2.49,0.01,Aedes aegypti,0.78
2022-05-15,Kaolack,KAOLACK,1230471,229.8,Paludisme,3293,15,27.05,52.34,781.74,2.53,2.68,Anopheles gambiae,0.88
2022-05-15,Kaolack,GUINGUINEO,1230471,229.8,Dengue,2,0,27.05,52.34,781.74,2.53,0.0,Aedes aegypti,0.82
2022-05-15,Kedougou,SALEMATA,201788,12.01,Paludisme,59038,581,28.03,55.39,1500.0,2.0,100.0,Anopheles gambiae,0.89
2022-05-15,Kedougou,SALEMATA,201788,12.01,Dengue,2,0,28.03,55.39,1500.0,2.0,0.01,Aedes aegypti,0.77
2022-05-15,Kolda,KOLDA,872765,63.55,Paludisme,120694,799,27.19,57.09,1430.5,1.9,100.0,Anopheles gambiae,0.68
2022-05-15,Kolda,VELINGARA,872765,63.55,Dengue,1,0,27.19,57.09,1430.5,1.9,0.0,Aedes aegypti,0.78
2022-05-15,Louga,LOUGA,1084483,43.46,Paludisme,2889,14,26.84,53.07,660.63,3.15,2.66,Anopheles gambiae,0.81
2022-05-15,Louga,KEUR-MOMAR-SARR,1084483,43.46,Dengue,9,0,26.84,53.07,660.63,3.15,0.01,Aedes aegypti,0.8
2022-05-15,Matam,DAGANA,749441,25.5,Paludisme,6872,66,29.17,47.99,548.58,2.82,9.17,Anopheles gambiae,0.73
2022-05-15,Matam,RANEROU,749441,25.5,Dengue,24,0,29.17,47.99,548.58,2.82,0.03,Aedes aegypti,0.82
2022-05-15,Saint-Louis,PETE,1127006,58.55,Paludisme,339,1,26.26,56.21,1180.3,3.77,0.3,Anopheles gambiae,0.88
2022-05-15,Saint-Louis,PODOR,1127006,58.55,Dengue,80,0,26.26,56.21,1180.3,3.77,0.07,Aedes aegypti,0.89
2022-05-15,Sedhiou,SEDHIOU,598394,81.39,Paludisme,7502,27,26.79,67.48,1500.0,1.54,12.54,Anopheles gambiae,0.63
2022-05-15,Sedhiou,SEDHIOU,598394,81.39,Dengue,11,0,26.79,67.48,1500.0,1.54,0.02,Aedes aegypti,0.68
2022-05-15,Tambacounda,GOUDIRY,912193,21.52,Paludisme,162951,765,29.79,46.11,779.49,2.51,100.0,Anopheles gambiae,0.66
2022-05-15,Tambacounda,MAKACOULIBANTANG,912193,21.52,Dengue,11,0,29.79,46.11,779.49,2.51,0.01,Aedes aegypti,0.86
2022-05-15,Thies,POPENGUINE,2274939,340.95,Paludisme,4521,37,25.21,62.93,410.55,3.25,1.99,Anopheles gambiae,0.9
2022-05-15,Thies,JOAL,2274939,340.95,Dengue,2,0,25.21,62.93,410.55,3.25,0.0,Aedes aegypti,0.93
2022-05-15,Ziguinchor,BIGNONA,693836,94.3,Paludisme,4909,40,26.63,69.0,1500.0,1.24,7.08,Anopheles gambiae,0.76
2022-05-15,Ziguinchor,ZIGUINCHOR,693836,94.3,Dengue,2,0,26.63,69.0,1500.0,1.24,0.0,Aedes aegypti,0.88
2022-06-15,Dakar,GUEDIAWAYE,3937727,7198.81,Paludisme,16926,144,25.2,82.38,548.98,4.29,4.3,Anopheles gambiae,0.86
2022-06-15,Dakar,YEUMBEUL,3937727,7198.81,Dengue,33,0,25.2,82.38,548.98,4.29,0.01,Aedes aegypti,0.91
2022-06-15,Diourbel,TOUBA,1915297,397.06,Paludisme,11431,36,27.29,44.61,739.73,2.95,5.97,Anopheles gambiae,0.78
2022-06-15,Diourbel,TOUBA,1915297,397.06,Dengue,2,0,27.29,44.61,739.73,2.95,0.0,Aedes aegypti,0.66
2022-06-15,Fatick,SOKONE,939479,137.12,Paludisme,1774,17,27.98,49.03,691.54,2.9,1.89,Anopheles gambiae,0.86
2022-06-15,Fatick,FOUNDIOUGNE,939479,137.12,Dengue,19,0,27.98,49.03,691.54,2.9,0.02,Aedes aegypti,0.73
2022-06-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,3023,28,27.71,56.94,591.01,2.58,3.87,Anopheles gambiae,0.69
2022-06-15,Kaffrine,MALEM-HODDAR,780562,69.59,Dengue,8,0,27.71,56.94,591.01,2.58,0.01,Aedes aegypti,0.7
2022-06-15,Kaolack,GUINGUINEO,1230471,229.8,Paludisme,11052,48,27.22,48.96,784.27,2.51,8.98,Anopheles gambiae,0.84
2022-06-15,Kaolack,KOUNGUEUL,1230471,229.8,Dengue,4,0,27.22,48.96,784.27,2.51,0.0,Aedes aegypti,0.86
2022-06-15,Kedougou,KEDOUGOU,201788,12.01,Paludisme,17018,134,27.91,57.83,1336.95,1.95,84.34,Anopheles gambiae,0.75
2022-06-15,Kedougou,KEDOUGOU,201788,12.01,Dengue,2,0,27.91,57.83,1336.95,1.95,0.01,Aedes aegypti,0.6
2022-06-15,Kolda,VELINGARA,872765,63.55,Paludisme,60793,227,27.51,67.08,1022.36,2.11,69.66,Anopheles gambiae,0.76
2022-06-15,Kolda,KOLDA,872765,63.55,Dengue,2,0,27.51,67.08,1022.36,2.11,0.0,Aedes aegypti,0.67
2022-06-15,Louga,SAKAL,1084483,43.46,Paludisme,1498,12,26.5,49.78,738.65,3.39,1.38,Anopheles gambiae,0.76
2022-06-15,Louga,DAROU-MOUSTY,1084483,43.46,Dengue,6,0,26.5,49.78,738.65,3.39,0.01,Aedes aegypti,0.83
2022-06-15,Matam,DAGANA,749441,25.5,Paludisme,3424,33,28.68,39.14,1279.8,2.9,4.57,Anopheles gambiae,0.75
2022-06-15,Matam,DAGANA,749441,25.5,Dengue,69,0,28.68,39.14,1279.8,2.9,0.09,Aedes aegypti,0.87
2022-06-15,Saint-Louis,PETE,1127006,58.55,Paludisme,1726,13,26.39,53.59,435.26,3.71,1.53,Anopheles gambiae,0.81
2022-06-15,Saint-Louis,RICHARD-TOLL,1127006,58.55,Dengue,4,0,26.39,53.59,435.26,3.71,0.0,Aedes aegypti,0.82
2022-06-15,Sedhiou,GOUDOMP,598394,81.39,Paludisme,0,0,26.83,69.03,1500.0,1.69,0.0,Anopheles gambiae,0.66
2022-06-15,Sedhiou,GOUDOMP,598394,81.39,Dengue,10,0,26.83,69.03,1500.0,1.69,0.02,Aedes aegypti,0.75
2022-06-15,Tambacounda,GOUDIRY,912193,21.52,Paludisme,72594,310,29.05,47.15,629.33,2.45,79.58,Anopheles gambiae,0.85
2022-06-15,Tambacounda,BAKEL,912193,21.52,Dengue,4,0,29.05,47.15,629.33,2.45,0.0,Aedes aegypti,0.62
2022-06-15,Thies,JOAL,2274939,340.95,Paludisme,3070,17,26.13,63.38,61.21,3.42,1.35,Anopheles gambiae,0.86
2022-06-15,Thies,TIVAOUANE,2274939,340.95,Dengue,2,0,26.13,63.38,61.21,3.42,0.0,Aedes aegypti,0.9
2022-06-15,Ziguinchor,OUSSOUYE,693836,94.3,Paludisme,1738,15,26.55,67.85,1500.0,1.23,2.5,Anopheles gambiae,0.76
2022-06-15,Ziguinchor,OUSSOUYE,693836,94.3,Dengue,20,0,26.55,67.85,1500.0,1.23,0.03,Aedes aegypti,0.83
2022-07-15,Dakar,KEUR-MASSAR,3937727,7198.81,Paludisme,1274,6,24.0,81.66,478.5,4.56,0.32,Anopheles gambiae,0.86
2022-07-15,Dakar,DAKAR-OUEST,3937727,7198.81,Dengue,12,0,24.0,81.66,478.5,4.56,0.0,Aedes aegypti,0.89
2022-07-15,Diourbel,MBACKE,1915297,397.06,Paludisme,4475,23,27.44,52.57,941.39,2.91,2.34,Anopheles gambiae,0.66
2022-07-15,Diourbel,TOUBA,1915297,397.06,Dengue,10,0,27.44,52.57,941.39,2.91,0.01,Aedes aegypti,0.82
2022-07-15,Fatick,FATICK,939479,137.12,Paludisme,1,0,27.8,57.06,541.49,2.94,0.0,Anopheles gambiae,0.76
2022-07-15,Fatick,NIAKHAR,939479,137.12,Dengue,0,0,27.8,57.06,541.49,2.94,0.0,Aedes aegypti,0.82
2022-07-15,Kaffrine,KAFFRINE,780562,69.59,Paludisme,5730,50,27.8,47.09,849.06,2.69,7.34,Anopheles gambiae,0.8
2022-07-15,Kaffrine,BIRKELANE,780562,69.59,Dengue,2,0,27.8,47.09,849.06,2.69,0.0,Aedes aegypti,0.89
2022-07-15,Kaolack,NIORO DU RIP,1230471,229.8,Paludisme,6925,34,27.33,59.41,719.28,2.63,5.63,Anopheles gambiae,0.86
2022-07-15,Kaolack,NIORO DU RIP,1230471,229.8,Dengue,2,0,27.33,59.41,719.28,2.63,0.0,Aedes aegypti,0.79
2022-07-15,Kedougou,SARAYA,201788,12.01,Paludisme,135767,822,28.05,56.43,1222.56,1.91,100.0,Anopheles gambiae,0.85
2022-07-15,Kedougou,KEDOUGOU,201788,12.01,Dengue,2,0,28.05,56.43,1222.56,1.91,0.01,Aedes aegypti,0.84
2022-07-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Paludisme,88847,275,28.26,57.6,1073.83,1.94,100.0,Anopheles gambiae,0.67
2022-07-15,Kolda,VELINGARA,872765,63.55,Dengue,56,0,28.26,57.6,1073.83,1.94,0.06,Aedes aegypti,0.87
2022-07-15,Louga,LINGUERE,1084483,43.46,Paludisme,2,0,26.43,55.23,610.29,3.12,0.0,Anopheles gambiae,0.79
2022-07-15,Louga,LOUGA,1084483,43.46,Dengue,2,0,26.43,55.23,610.29,3.12,0.0,Aedes aegypti,0.64
2022-07-15,Matam,THILOGNE,749441,25.5,Paludisme,8084,60,29.45,49.13,724.51,2.89,10.79,Anopheles gambiae,0.9
2022-07-15,Matam,KIDIRA,749441,25.5,Dengue,1,0,29.45,49.13,724.51,2.89,0.0,Aedes aegypti,0.74
2022-07-15,Saint-Louis,SAINT-LOUIS,1127006,58.55,Paludisme,477,4,26.38,56.87,904.86,3.68,0.42,Anopheles gambiae,0.79
2022-07-15,Saint-Louis,PODOR,1127006,58.55,Dengue,38,0,26.38,56.87,904.86,3.68,0.03,Aedes aegypti,0.82
2022-07-15,Sedhiou,BOUNKILING,598394,81.39,Paludisme,6459,40,26.36,72.84,1003.04,1.88,10.79,Anopheles gambiae,0.87
2022-07-15,Sedhiou,GOUDOMP,598394,81.39,Dengue,1,0,26.36,72.84,1003.04,1.88,0.0,Aedes aegypti,0.78
2022-07-15,Tambacounda,MAKACOULIBANTANG,912193,21.52,Paludisme,85106,674,29.26,51.55,805.1,2.49,93.3,Anopheles gambiae,0.73
2022-07-15,Tambacounda,GOUDIRY,912193,21.52,Dengue,4,0,29.26,51.55,805.1,2.49,0.0,Aedes aegypti,0.86
2022-07-15,Thies,THIADIAYE,2274939,340.95,Paludisme,4267,35,25.73,66.3,899.8,3.3,1.88,Anopheles gambiae,0.93
2022-07-15,Thies,MEKHE,2274939,340.95,Dengue,8,0,25.73,66.3,899.8,3.3,0.0,Aedes aegypti,0.8
2022-07-15,Ziguinchor,ZIGUINCHOR,693836,94.3,Paludisme,2306,23,26.6,69.84,1500.0,1.23,3.32,Anopheles gambiae,0.8
2022-07-15,Ziguinchor,THIONCK-ESSYL,693836,94.3,Dengue,10,0,26.6,69.84,1500.0,1.23,0.01,Aedes aegypti,0.63
2022-08-15,Dakar,GUEDIAWAYE,3937727,7198.81,Paludisme,1,0,24.09,80.24,568.97,4.36,0.0,Anopheles gambiae,0.88
2022-08-15,Dakar,DAKAR-CENTRE,3937727,7198.81,Dengue,14,0,24.09,80.24,568.97,4.36,0.0,Aedes aegypti,0.95
2022-08-15,Diourbel,TOUBA,1915297,397.06,Paludisme,1317,5,27.27,49.75,557.1,3.05,0.69,Anopheles gambiae,0.71
2022-08-15,Diourbel,TOUBA,1915297,397.06,Dengue,0,0,27.27,49.75,557.1,3.05,0.0,Aedes aegypti,0.66
2022-08-15,Fatick,DIOFFIOR,939479,137.12,Paludisme,1,0,27.58,53.13,826.51,2.87,0.0,Anopheles gambiae,0.74
2022-08-15,Fatick,FATICK,939479,137.12,Dengue,13,0,27.58,53.13,826.51,2.87,0.01,Aedes aegypti,0.64
2022-08-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,0,0,27.21,56.95,726.65,2.54,0.0,Anopheles gambiae,0.73
2022-08-15,Kaffrine,MALEM-HODDAR,780562,69.59,Dengue,6,0,27.21,56.95,726.65,2.54,0.01,Aedes aegypti,0.7
2022-08-15,Kaolack,GUINGUINEO,1230471,229.8,Paludisme,26235,251,27.24,56.99,650.19,2.64,21.32,Anopheles gambiae,0.66
2022-08-15,Kaolack,KOUNGUEUL,1230471,229.8,Dengue,2,0,27.24,56.99,650.19,2.64,0.0,Aedes aegypti,0.8
2022-08-15,Kedougou,KEDOUGOU,201788,12.01,Paludisme,46915,370,28.32,56.57,1472.33,1.95,100.0,Anopheles gambiae,0.83
2022-08-15,Kedougou,SARAYA,201788,12.01,Dengue,2,0,28.32,56.57,1472.33,1.95,0.01,Aedes aegypti,0.87
2022-08-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Paludisme,91029,891,27.04,69.01,1429.9,2.33,100.0,Anopheles gambiae,0.82
2022-08-15,Kolda,KOLDA,872765,63.55,Dengue,52,0,27.04,69.01,1429.9,2.33,0.06,Aedes aegypti,0.77
2022-08-15,Louga,COKI,1084483,43.46,Paludisme,1037,10,26.62,50.69,410.73,3.18,0.96,Anopheles gambiae,0.77
2022-08-15,Louga,DAHRA,1084483,43.46,Dengue,8,0,26.62,50.69,410.73,3.18,0.01,Aedes aegypti,0.71
2022-08-15,Matam,KIDIRA,749441,25.5,Paludisme,4868,21,28.71,46.82,818.25,2.83,6.5,Anopheles gambiae,0.61
2022-08-15,Matam,THILOGNE,749441,25.5,Dengue,30,0,28.71,46.82,818.25,2.83,0.04,Aedes aegypti,0.86
2022-08-15,Saint-Louis,PODOR,1127006,58.55,Paludisme,430,3,25.95,54.44,751.82,3.81,0.38,Anopheles gambiae,0.66
2022-08-15,Saint-Louis,PETE,1127006,58.55,Dengue,47,0,25.95,54.44,751.82,3.81,0.04,Aedes aegypti,0.88
2022-08-15,Sedhiou,BOUNKILING,598394,81.39,Paludisme,18322,75,26.27,66.15,1500.0,1.74,30.62,Anopheles gambiae,0.83
2022-08-15,Sedhiou,BOUNKILING,598394,81.39,Dengue,9,0,26.27,66.15,1500.0,1.74,0.02,Aedes aegypti,0.9
2022-08-15,Tambacounda,BAKEL,912193,21.52,Paludisme,82106,600,28.84,52.78,713.56,2.56,90.01,Anopheles gambiae,0.74
2022-08-15,Tambacounda,GOUDIRY,912193,21.52,Dengue,2,0,28.84,52.78,713.56,2.56,0.0,Aedes aegypti,0.68
2022-08-15,Thies,POPENGUINE,2274939,340.95,Paludisme,5027,22,25.21,66.06,588.01,3.1,2.21,Anopheles gambiae,0.89
2022-08-15,Thies,MEKHE,2274939,340.95,Dengue,7,0,25.21,66.06,588.01,3.1,0.0,Aedes aegypti,0.91
2022-08-15,Ziguinchor,OUSSOUYE,693836,94.3,Paludisme,5589,32,26.61,66.79,1500.0,1.18,8.06,Anopheles gambiae,0.7
2022-08-15,Ziguinchor,BIGNONA,693836,94.3,Dengue,21,0,26.61,66.79,1500.0,1.18,0.03,Aedes aegypti,0.76
2022-09-15,Dakar,YEUMBEUL,3937727,7198.81,Paludisme,14560,139,24.05,81.02,642.52,4.42,3.7,Anopheles gambiae,0.89
2022-09-15,Dakar,MBAO,3937727,7198.81,Dengue,24,0,24.05,81.02,642.52,4.42,0.01,Aedes aegypti,0.84
2022-09-15,Diourbel,DIOURBEL,1915297,397.06,Paludisme,15719,97,28.03,56.69,306.17,2.94,8.21,Anopheles gambiae,0.81
2022-09-15,Diourbel,TOUBA,1915297,397.06,Dengue,204,0,28.03,56.69,306.17,2.94,0.11,Aedes aegypti,0.9
2022-09-15,Fatick,GOSSASS,939479,137.12,Paludisme,497,4,27.37,48.19,679.69,2.83,0.53,Anopheles gambiae,0.9
2022-09-15,Fatick,FOUNDIOUGNE,939479,137.12,Dengue,1,0,27.37,48.19,679.69,2.83,0.0,Aedes aegypti,0.65
2022-09-15,Kaffrine,KAFFRINE,780562,69.59,Paludisme,5616,24,28.04,49.41,720.78,2.39,7.19,Anopheles gambiae,0.62
2022-09-15,Kaffrine,KAFFRINE,780562,69.59,Dengue,7,0,28.04,49.41,720.78,2.39,0.01,Aedes aegypti,0.65
2022-09-15,Kaolack,GUINGUINEO,1230471,229.8,Paludisme,18571,167,27.07,55.67,995.3,2.58,15.09,Anopheles gambiae,0.87
2022-09-15,Kaolack,KAOLACK,1230471,229.8,Dengue,2,0,27.07,55.67,995.3,2.58,0.0,Aedes aegypti,0.69
2022-09-15,Kedougou,SARAYA,201788,12.01,Paludisme,104792,918,27.96,54.65,1500.0,1.93,100.0,Anopheles gambiae,0.82
2022-09-15,Kedougou,SALEMATA,201788,12.01,Dengue,2,0,27.96,54.65,1500.0,1.93,0.01,Aedes aegypti,0.8
2022-09-15,Kolda,KOLDA,872765,63.55,Paludisme,81038,367,27.41,69.14,852.09,2.29,92.85,Anopheles gambiae,0.8
2022-09-15,Kolda,KOLDA,872765,63.55,Dengue,12,0,27.41,69.14,852.09,2.29,0.01,Aedes aegypti,0.77
2022-09-15,Louga,DAROU-MOUSTY,1084483,43.46,Paludisme,1422,10,27.19,53.31,85.79,3.14,1.31,Anopheles gambiae,0.71
