Date,Region,Maladie,Cas_confirmes,Temperature,Humidite,Precipitations,Zone_humide,Densite_moustiques,Espece_vecteur,Population,Densite_population,Acces_soins
2020-06-30,Kaolack,Dengue,20,32.5,83,89.6,oui,512,Aedes,1200000,150,68
2020-06-30,Kaolack,Paludisme,52,32.5,83,89.6,oui,512,Anopheles,1200000,150,68
2020-06-30,Kedougou,Dengue,4,26.4,63,83.0,oui,572,Aedes,200000,12,55
2020-06-30,Kedougou,Paludisme,12,26.4,63,83.0,oui,572,Anopheles,200000,12,55
2020-06-30,Kolda,Dengue,17,25.1,80,119.7,oui,629,Aedes,800000,60,58
2020-06-30,Kolda,Paludisme,41,25.1,80,119.7,oui,629,Anopheles,800000,60,58
2020-06-30,Louga,Dengue,16,28.7,80,53.6,partiel,368,Aedes,1100000,40,67
2020-06-30,Louga,Paludisme,43,28.7,80,53.6,partiel,368,Anopheles,1100000,40,67
2020-06-30,Matam,Dengue,8,31.2,63,109.8,non,361,Aedes,600000,20,50
2020-06-30,Matam,Paludisme,23,31.2,63,109.8,non,361,Anopheles,600000,20,50
2020-06-30,Saint-Louis,Dengue,16,30.0,78,90.2,partiel,382,Aedes,1000000,80,72
2020-06-30,Saint-Louis,Paludisme,44,30.0,78,90.2,partiel,382,Anopheles,1000000,80,72
2020-06-30,Sedhiou,Dengue,7,25.1,85,118.2,oui,494,Aedes,500000,35,53
2020-06-30,Sedhiou,Paludisme,21,25.1,85,118.2,oui,494,Anopheles,500000,35,53
2020-06-30,Tambacounda,Dengue,11,26.7,65,110.0,partiel,313,Aedes,800000,25,52
2020-06-30,Tambacounda,Paludisme,34,26.7,65,110.0,partiel,313,Anopheles,800000,25,52
2020-06-30,Thies,Dengue,32,31.3,77,82.0,partiel,324,Aedes,2000000,200,75
2020-06-30,Thies,Paludisme,81,31.3,77,82.0,partiel,324,Anopheles,2000000,200,75
2020-06-30,Ziguinchor,Dengue,13,28.7,81,109.9,oui,506,Aedes,600000,90,70
2020-06-30,Ziguinchor,Paludisme,31,28.7,81,109.9,oui,506,Anopheles,600000,90,70
2020-07-31,Dakar,Dengue,48,30.9,84,65.9,oui,632,Aedes,3500000,6025,85
2020-07-31,Dakar,Paludisme,161,30.9,84,65.9,oui,632,Anopheles,3500000,6025,85
2020-07-31,Diourbel,Dengue,24,28.8,80,92.3,partiel,383,Aedes,1800000,120,70
2020-07-31,Diourbel,Paludisme,77,28.8,80,92.3,partiel,383,Anopheles,1800000,120,70
2020-07-31,Fatick,Dengue,11,26.9,83,74.3,oui,533,Aedes,900000,45,65
2020-07-31,Fatick,Paludisme,41,26.9,83,74.3,oui,533,Anopheles,900000,45,65
2020-07-31,Kaffrine,Dengue,9,26.4,80,65.4,partiel,304,Aedes,700000,50,60
2020-07-31,Kaffrine,Paludisme,29,26.4,80,65.4,partiel,304,Anopheles,700000,50,60
2020-07-31,Kaolack,Dengue,15,28.6,85,68.9,oui,521,Aedes,1200000,150,68
2020-07-31,Kaolack,Paludisme,51,28.6,85,68.9,oui,521,Anopheles,1200000,150,68
2020-07-31,Kedougou,Dengue,4,31.7,60,73.5,oui,604,Aedes,200000,12,55
2020-07-31,Kedougou,Paludisme,11,31.7,60,73.5,oui,604,Anopheles,200000,12,55
2020-07-31,Kolda,Dengue,16,24.4,89,93.9,oui,620,Aedes,800000,60,58
2020-07-31,Kolda,Paludisme,48,24.4,89,93.9,oui,620,Anopheles,800000,60,58
2020-07-31,Louga,Dengue,15,26.0,77,74.7,partiel,308,Aedes,1100000,40,67
2020-07-31,Louga,Paludisme,51,26.0,77,74.7,partiel,308,Anopheles,1100000,40,67
2020-07-31,Matam,Dengue,10,33.4,71,61.6,non,370,Aedes,600000,20,50
2020-07-31,Matam,Paludisme,24,33.4,71,61.6,non,370,Anopheles,600000,20,50
2020-07-31,Saint-Louis,Dengue,16,25.4,76,50.2,partiel,400,Aedes,1000000,80,72
2020-07-31,Saint-Louis,Paludisme,40,25.4,76,50.2,partiel,400,Anopheles,1000000,80,72
2020-07-31,Sedhiou,Dengue,6,25.2,83,106.3,oui,601,Aedes,500000,35,53
2020-07-31,Sedhiou,Paludisme,17,25.2,83,106.3,oui,601,Anopheles,500000,35,53
2020-07-31,Tambacounda,Dengue,11,29.3,79,91.0,partiel,380,Aedes,800000,25,52
2020-07-31,Tambacounda,Paludisme,32,29.3,79,91.0,partiel,380,Anopheles,800000,25,52
2020-07-31,Thies,Dengue,32,31.3,77,75.6,partiel,349,Aedes,2000000,200,75
2020-07-31,Thies,Paludisme,87,31.3,77,75.6,partiel,349,Anopheles,2000000,200,75
2020-07-31,Ziguinchor,Dengue,13,24.4,81,93.1,oui,485,Aedes,600000,90,70
2020-07-31,Ziguinchor,Paludisme,34,24.4,81,93.1,oui,485,Anopheles,600000,90,70
2020-08-31,Dakar,Dengue,45,26.9,78,47.4,oui,540,Aedes,3500000,6025,85
2020-08-31,Dakar,Paludisme,157,26.9,78,47.4,oui,540,Anopheles,3500000,6025,85
2020-08-31,Diourbel,Dengue,23,25.4,76,52.6,partiel,363,Aedes,1800000,120,70
2020-08-31,Diourbel,Paludisme,76,25.4,76,52.6,partiel,363,Anopheles,1800000,120,70
2020-08-31,Fatick,Dengue,12,29.5,77,59.9,oui,531,Aedes,900000,45,65
2020-08-31,Fatick,Paludisme,37,29.5,77,59.9,oui,531,Anopheles,900000,45,65
2020-08-31,Kaffrine,Dengue,8,25.2,83,89.4,partiel,330,Aedes,700000,50,60
2020-08-31,Kaffrine,Paludisme,32,25.2,83,89.4,partiel,330,Anopheles,700000,50,60
2020-08-31,Kaolack,Dengue,17,31.3,84,84.6,oui,505,Aedes,1200000,150,68
2020-08-31,Kaolack,Paludisme,42,31.3,84,84.6,oui,505,Anopheles,1200000,150,68
2020-08-31,Kedougou,Dengue,4,31.6,68,113.6,oui,584,Aedes,200000,12,55
2020-08-31,Kedougou,Paludisme,11,31.6,68,113.6,oui,584,Anopheles,200000,12,55
2020-08-31,Kolda,Dengue,15,27.2,81,114.8,oui,500,Aedes,800000,60,58
2020-08-31,Kolda,Paludisme,54,27.2,81,114.8,oui,500,Anopheles,800000,60,58
2020-08-31,Louga,Dengue,17,26.2,79,68.7,partiel,315,Aedes,1100000,40,67
2020-08-31,Louga,Paludisme,41,26.2,79,68.7,partiel,315,Anopheles,1100000,40,67
2020-08-31,Matam,Dengue,9,26.8,73,49.7,non,399,Aedes,600000,20,50
2020-08-31,Matam,Paludisme,28,26.8,73,49.7,non,399,Anopheles,600000,20,50
2020-08-31,Saint-Louis,Dengue,15,29.4,77,68.9,partiel,384,Aedes,1000000,80,72
2020-08-31,Saint-Louis,Paludisme,50,29.4,77,68.9,partiel,384,Anopheles,1000000,80,72
2020-08-31,Sedhiou,Dengue,8,31.4,81,118.1,oui,598,Aedes,500000,35,53
2020-08-31,Sedhiou,Paludisme,20,31.4,81,118.1,oui,598,Anopheles,500000,35,53
2020-08-31,Tambacounda,Dengue,10,31.8,62,77.1,partiel,317,Aedes,800000,25,52
2020-08-31,Tambacounda,Paludisme,33,31.8,62,77.1,partiel,317,Anopheles,800000,25,52
2020-08-31,Thies,Dengue,27,30.0,82,91.8,partiel,322,Aedes,2000000,200,75
2020-08-31,Thies,Paludisme,83,30.0,82,91.8,partiel,322,Anopheles,2000000,200,75
2020-08-31,Ziguinchor,Dengue,11,30.7,85,148.7,oui,496,Aedes,600000,90,70
2020-08-31,Ziguinchor,Paludisme,37,30.7,85,148.7,oui,496,Anopheles,600000,90,70
2020-09-30,Dakar,Dengue,72,26.4,80,71.4,oui,1033,Aedes,3500000,6025,85
2020-09-30,Dakar,Paludisme,277,26.4,80,71.4,oui,1033,Anopheles,3500000,6025,85
2020-09-30,Diourbel,Dengue,37,31.6,81,88.1,partiel,664,Aedes,1800000,120,70
2020-09-30,Diourbel,Paludisme,151,31.6,81,88.1,partiel,664,Anopheles,1800000,120,70
2020-09-30,Fatick,Dengue,26,32.7,80,57.1,oui,907,Aedes,900000,45,65
2020-09-30,Fatick,Paludisme,83,32.7,80,57.1,oui,907,Anopheles,900000,45,65
2020-09-30,Kaffrine,Dengue,19,27.8,76,86.2,partiel,543,Aedes,700000,50,60
2020-09-30,Kaffrine,Paludisme,53,27.8,76,86.2,partiel,543,Anopheles,700000,50,60
2020-09-30,Kaolack,Dengue,31,28.1,79,68.8,oui,896,Aedes,1200000,150,68
2020-09-30,Kaolack,Paludisme,81,28.1,79,68.8,oui,896,Anopheles,1200000,150,68
2020-09-30,Kedougou,Dengue,8,31.4,65,62.2,oui,1168,Aedes,200000,12,55
2020-09-30,Kedougou,Paludisme,20,31.4,65,62.2,oui,1168,Anopheles,200000,12,55
2020-09-30,Kolda,Dengue,20,28.9,85,118.2,oui,893,Aedes,800000,60,58
2020-09-30,Kolda,Paludisme,97,28.9,85,118.2,oui,893,Anopheles,800000,60,58
2020-09-30,Louga,Dengue,27,28.7,76,51.9,partiel,665,Aedes,1100000,40,67
2020-09-30,Louga,Paludisme,72,28.7,76,51.9,partiel,665,Anopheles,1100000,40,67
2020-09-30,Matam,Dengue,13,27.3,64,76.9,non,536,Aedes,600000,20,50
2020-09-30,Matam,Paludisme,49,27.3,64,76.9,non,536,Anopheles,600000,20,50
2020-09-30,Saint-Louis,Dengue,26,28.3,76,63.7,partiel,744,Aedes,1000000,80,72
2020-09-30,Saint-Louis,Paludisme,54,28.3,76,63.7,partiel,744,Anopheles,1000000,80,72
2020-09-30,Sedhiou,Dengue,12,24.3,86,144.5,oui,1185,Aedes,500000,35,53
2020-09-30,Sedhiou,Paludisme,46,24.3,86,144.5,oui,1185,Anopheles,500000,35,53
2020-09-30,Tambacounda,Dengue,19,26.5,69,59.2,partiel,591,Aedes,800000,25,52
2020-09-30,Tambacounda,Paludisme,50,26.5,69,59.2,partiel,591,Anopheles,800000,25,52
2020-09-30,Thies,Dengue,63,29.0,83,83.2,partiel,552,Aedes,2000000,200,75
2020-09-30,Thies,Paludisme,112,29.0,83,83.2,partiel,552,Anopheles,2000000,200,75
2020-09-30,Ziguinchor,Dengue,21,29.9,88,147.8,oui,1147,Aedes,600000,90,70
2020-09-30,Ziguinchor,Paludisme,44,29.9,88,147.8,oui,1147,Anopheles,600000,90,70
2020-10-31,Dakar,Dengue,76,28.8,81,69.0,oui,1076,Aedes,3500000,6025,85
2020-10-31,Dakar,Paludisme,197,28.8,81,69.0,oui,1076,Anopheles,3500000,6025,85
2020-10-31,Diourbel,Dengue,42,31.0,82,99.5,partiel,533,Aedes,1800000,120,70
2020-10-31,Diourbel,Paludisme,135,31.0,82,99.5,partiel,533,Anopheles,1800000,120,70
2020-10-31,Fatick,Dengue,18,30.5,84,60.2,oui,1139,Aedes,900000,45,65
2020-10-31,Fatick,Paludisme,57,30.5,84,60.2,oui,1139,Anopheles,900000,45,65
2020-10-31,Kaffrine,Dengue,19,29.1,84,52.4,partiel,556,Aedes,700000,50,60
2020-10-31,Kaffrine,Paludisme,42,29.1,84,52.4,partiel,556,Anopheles,700000,50,60
2020-10-31,Kaolack,Dengue,36,28.1,84,88.1,oui,962,Aedes,1200000,150,68
2020-10-31,Kaolack,Paludisme,64,28.1,84,88.1,oui,962,Anopheles,1200000,150,68
2020-10-31,Kedougou,Dengue,6,29.5,63,115.8,oui,1088,Aedes,200000,12,55
2020-10-31,Kedougou,Paludisme,24,29.5,63,115.8,oui,1088,Anopheles,200000,12,55
2020-10-31,Kolda,Dengue,25,31.1,85,134.2,oui,990,Aedes,800000,60,58
2020-10-31,Kolda,Paludisme,66,31.1,85,134.2,oui,990,Anopheles,800000,60,58
2020-10-31,Louga,Dengue,28,27.2,75,86.1,partiel,460,Aedes,1100000,40,67
2020-10-31,Louga,Paludisme,97,27.2,75,86.1,partiel,460,Anopheles,1100000,40,67
2020-10-31,Matam,Dengue,13,26.5,71,107.3,non,749,Aedes,600000,20,50
2020-10-31,Matam,Paludisme,49,26.5,71,107.3,non,749,Anopheles,600000,20,50
2020-10-31,Saint-Louis,Dengue,22,29.9,79,52.1,partiel,554,Aedes,1000000,80,72
2020-10-31,Saint-Louis,Paludisme,84,29.9,79,52.1,partiel,554,Anopheles,1000000,80,72
2020-10-31,Sedhiou,Dengue,15,30.5,81,117.7,oui,754,Aedes,500000,35,53
2020-10-31,Sedhiou,Paludisme,41,30.5,81,117.7,oui,754,Anopheles,500000,35,53
2020-10-31,Tambacounda,Dengue,18,31.2,79,97.1,partiel,727,Aedes,800000,25,52
2020-10-31,Tambacounda,Paludisme,54,31.2,79,97.1,partiel,727,Anopheles,800000,25,52
2020-10-31,Thies,Dengue,41,29.7,80,81.1,partiel,453,Aedes,2000000,200,75
2020-10-31,Thies,Paludisme,172,29.7,80,81.1,partiel,453,Anopheles,2000000,200,75
2020-10-31,Ziguinchor,Dengue,18,27.4,87,122.3,oui,863,Aedes,600000,90,70
2020-10-31,Ziguinchor,Paludisme,69,27.4,87,122.3,oui,863,Anopheles,600000,90,70
2020-11-30,Dakar,Dengue,65,26.2,65,3.0,oui,1095,Aedes,3500000,6025,85
2020-11-30,Dakar,Paludisme,224,26.2,65,3.0,oui,1095,Anopheles,3500000,6025,85
2020-11-30,Diourbel,Dengue,53,26.8,72,12.0,partiel,725,Aedes,1800000,120,70
2020-11-30,Diourbel,Paludisme,106,26.8,72,12.0,partiel,725,Anopheles,1800000,120,70
2020-11-30,Fatick,Dengue,26,33.6,72,8.6,oui,832,Aedes,900000,45,65
2020-11-30,Fatick,Paludisme,75,33.6,72,8.6,oui,832,Anopheles,900000,45,65
2020-11-30,Kaffrine,Dengue,14,28.0,63,12.3,partiel,506,Aedes,700000,50,60
2020-11-30,Kaffrine,Paludisme,41,28.0,63,12.3,partiel,506,Anopheles,700000,50,60
2020-11-30,Kaolack,Dengue,32,29.3,73,9.2,oui,1153,Aedes,1200000,150,68
2020-11-30,Kaolack,Paludisme,65,29.3,73,9.2,oui,1153,Anopheles,1200000,150,68
2020-11-30,Kedougou,Dengue,6,34.7,58,2.8,oui,1011,Aedes,200000,12,55
2020-11-30,Kedougou,Paludisme,24,34.7,58,2.8,oui,1011,Anopheles,200000,12,55
2020-11-30,Kolda,Dengue,22,30.0,71,13.4,oui,961,Aedes,800000,60,58
2020-11-30,Kolda,Paludisme,74,30.0,71,13.4,oui,961,Anopheles,800000,60,58
2020-11-30,Louga,Dengue,22,31.3,60,11.9,partiel,664,Aedes,1100000,40,67
2020-11-30,Louga,Paludisme,97,31.3,60,11.9,partiel,664,Anopheles,1100000,40,67
2020-11-30,Matam,Dengue,12,30.4,46,1.7,non,623,Aedes,600000,20,50
2020-11-30,Matam,Paludisme,48,30.4,46,1.7,non,623,Anopheles,600000,20,50
2020-11-30,Saint-Louis,Dengue,20,29.5,66,9.3,partiel,452,Aedes,1000000,80,72
2020-11-30,Saint-Louis,Paludisme,59,29.5,66,9.3,partiel,452,Anopheles,1000000,80,72
2020-11-30,Sedhiou,Dengue,16,33.4,73,10.6,oui,993,Aedes,500000,35,53
2020-11-30,Sedhiou,Paludisme,37,33.4,73,10.6,oui,993,Anopheles,500000,35,53
2020-11-30,Tambacounda,Dengue,17,34.7,48,2.9,partiel,465,Aedes,800000,25,52
2020-11-30,Tambacounda,Paludisme,54,34.7,48,2.9,partiel,465,Anopheles,800000,25,52
2020-11-30,Thies,Dengue,37,29.5,73,11.7,partiel,532,Aedes,2000000,200,75
2020-11-30,Thies,Paludisme,177,29.5,73,11.7,partiel,532,Anopheles,2000000,200,75
2020-11-30,Ziguinchor,Dengue,19,30.3,76,10.5,oui,1107,Aedes,600000,90,70
2020-11-30,Ziguinchor,Paludisme,50,30.3,76,10.5,oui,1107,Anopheles,600000,90,70
2020-12-31,Dakar,Dengue,67,29.6,68,8.8,oui,1087,Aedes,3500000,6025,85
2020-12-31,Dakar,Paludisme,211,29.6,68,8.8,oui,1087,Anopheles,3500000,6025,85
2020-12-31,Diourbel,Dengue,34,27.8,66,8.5,partiel,668,Aedes,1800000,120,70
2020-12-31,Diourbel,Paludisme,130,27.8,66,8.5,partiel,668,Anopheles,1800000,120,70
2020-12-31,Fatick,Dengue,23,33.4,63,12.5,oui,1053,Aedes,900000,45,65
2020-12-31,Fatick,Paludisme,57,33.4,63,12.5,oui,1053,Anopheles,900000,45,65
2020-12-31,Kaffrine,Dengue,21,32.0,68,10.3,partiel,551,Aedes,700000,50,60
2020-12-31,Kaffrine,Paludisme,40,32.0,68,10.3,partiel,551,Anopheles,700000,50,60
2020-12-31,Kaolack,Dengue,25,32.8,72,8.4,oui,1149,Aedes,1200000,150,68
2020-12-31,Kaolack,Paludisme,112,32.8,72,8.4,oui,1149,Anopheles,1200000,150,68
2020-12-31,Kedougou,Dengue,6,34.9,57,1.4,oui,1135,Aedes,200000,12,55
2020-12-31,Kedougou,Paludisme,17,34.9,57,1.4,oui,1135,Anopheles,200000,12,55
2020-12-31,Kolda,Dengue,28,28.0,73,7.0,oui,862,Aedes,800000,60,58
2020-12-31,Kolda,Paludisme,78,28.0,73,7.0,oui,862,Anopheles,800000,60,58
2020-12-31,Louga,Dengue,20,34.0,71,6.3,partiel,673,Aedes,1100000,40,67
2020-12-31,Louga,Paludisme,78,34.0,71,6.3,partiel,673,Anopheles,1100000,40,67
2020-12-31,Matam,Dengue,15,30.5,41,1.5,non,708,Aedes,600000,20,50
2020-12-31,Matam,Paludisme,45,30.5,41,1.5,non,708,Anopheles,600000,20,50
2020-12-31,Saint-Louis,Dengue,24,31.9,63,13.2,partiel,543,Aedes,1000000,80,72
2020-12-31,Saint-Louis,Paludisme,65,31.9,63,13.2,partiel,543,Anopheles,1000000,80,72
2020-12-31,Sedhiou,Dengue,14,30.3,71,16.9,oui,825,Aedes,500000,35,53
2020-12-31,Sedhiou,Paludisme,39,30.3,71,16.9,oui,825,Anopheles,500000,35,53
2020-12-31,Tambacounda,Dengue,21,34.6,47,4.2,partiel,538,Aedes,800000,25,52
2020-12-31,Tambacounda,Paludisme,52,34.6,47,4.2,partiel,538,Anopheles,800000,25,52
2020-12-31,Thies,Dengue,56,30.1,72,14.1,partiel,614,Aedes,2000000,200,75
2020-12-31,Thies,Paludisme,109,30.1,72,14.1,partiel,614,Anopheles,2000000,200,75
2020-12-31,Ziguinchor,Dengue,16,31.7,78,17.9,oui,919,Aedes,600000,90,70
2020-12-31,Ziguinchor,Paludisme,50,31.7,78,17.9,oui,919,Anopheles,600000,90,70
2021-01-31,Dakar,Dengue,33,28.6,66,8.4,oui,388,Aedes,3500000,6025,85
2021-01-31,Dakar,Paludisme,90,28.6,66,8.4,oui,388,Anopheles,3500000,6025,85
2021-01-31,Diourbel,Dengue,20,34.7,72,8.0,partiel,222,Aedes,1800000,120,70
2021-01-31,Diourbel,Paludisme,47,34.7,72,8.0,partiel,222,Anopheles,1800000,120,70
2021-01-31,Fatick,Dengue,7,34.5,60,5.1,oui,470,Aedes,900000,45,65
2021-01-31,Fatick,Paludisme,30,34.5,60,5.1,oui,470,Anopheles,900000,45,65
2021-01-31,Kaffrine,Dengue,8,30.3,75,10.8,partiel,207,Aedes,700000,50,60
2021-01-31,Kaffrine,Paludisme,19,30.3,75,10.8,partiel,207,Anopheles,700000,50,60
2021-01-31,Kaolack,Dengue,14,28.7,61,2.0,oui,392,Aedes,1200000,150,68
2021-01-31,Kaolack,Paludisme,41,28.7,61,2.0,oui,392,Anopheles,1200000,150,68
2021-01-31,Kedougou,Dengue,3,30.8,43,1.7,oui,366,Aedes,200000,12,55
2021-01-31,Kedougou,Paludisme,9,30.8,43,1.7,oui,366,Anopheles,200000,12,55
2021-01-31,Kolda,Dengue,11,33.1,73,6.7,oui,459,Aedes,800000,60,58
2021-01-31,Kolda,Paludisme,31,33.1,73,6.7,oui,459,Anopheles,800000,60,58
2021-01-31,Louga,Dengue,10,32.6,67,14.9,partiel,205,Aedes,1100000,40,67
2021-01-31,Louga,Paludisme,32,32.6,67,14.9,partiel,205,Anopheles,1100000,40,67
2021-01-31,Matam,Dengue,7,35.3,57,4.8,non,281,Aedes,600000,20,50
2021-01-31,Matam,Paludisme,20,35.3,57,4.8,non,281,Anopheles,600000,20,50
2021-01-31,Saint-Louis,Dengue,11,29.6,65,8.1,partiel,229,Aedes,1000000,80,72
2021-01-31,Saint-Louis,Paludisme,25,29.6,65,8.1,partiel,229,Anopheles,1000000,80,72
2021-01-31,Sedhiou,Dengue,5,26.5,71,8.3,oui,394,Aedes,500000,35,53
2021-01-31,Sedhiou,Paludisme,16,26.5,71,8.3,oui,394,Anopheles,500000,35,53
2021-01-31,Tambacounda,Dengue,7,31.3,46,4.1,partiel,205,Aedes,800000,25,52
2021-01-31,Tambacounda,Paludisme,22,31.3,46,4.1,partiel,205,Anopheles,800000,25,52
2021-01-31,Thies,Dengue,20,28.1,74,13.2,partiel,271,Aedes,2000000,200,75
2021-01-31,Thies,Paludisme,78,28.1,74,13.2,partiel,271,Anopheles,2000000,200,75
2021-01-31,Ziguinchor,Dengue,9,27.7,78,8.0,oui,354,Aedes,600000,90,70
2021-01-31,Ziguinchor,Paludisme,27,27.7,78,8.0,oui,354,Anopheles,600000,90,70
2021-02-28,Dakar,Dengue,34,27.1,74,9.1,oui,345,Aedes,3500000,6025,85
2021-02-28,Dakar,Paludisme,99,27.1,74,9.1,oui,345,Anopheles,3500000,6025,85
2021-02-28,Diourbel,Dengue,20,34.2,63,3.6,partiel,209,Aedes,1800000,120,70
2021-02-28,Diourbel,Paludisme,52,34.2,63,3.6,partiel,209,Anopheles,1800000,120,70
2021-02-28,Fatick,Dengue,11,31.4,61,4.9,oui,469,Aedes,900000,45,65
2021-02-28,Fatick,Paludisme,21,31.4,61,4.9,oui,469,Anopheles,900000,45,65
2021-02-28,Kaffrine,Dengue,6,31.7,64,13.8,partiel,263,Aedes,700000,50,60
2021-02-28,Kaffrine,Paludisme,23,31.7,64,13.8,partiel,263,Anopheles,700000,50,60
2021-02-28,Kaolack,Dengue,14,30.8,65,7.1,oui,349,Aedes,1200000,150,68
2021-02-28,Kaolack,Paludisme,33,30.8,65,7.1,oui,349,Anopheles,1200000,150,68
2021-02-28,Kedougou,Dengue,2,34.2,47,4.4,oui,390,Aedes,200000,12,55
2021-02-28,Kedougou,Paludisme,9,34.2,47,4.4,oui,390,Anopheles,200000,12,55
2021-02-28,Kolda,Dengue,14,32.1,72,9.8,oui,394,Aedes,800000,60,58
2021-02-28,Kolda,Paludisme,29,32.1,72,9.8,oui,394,Anopheles,800000,60,58
2021-02-28,Louga,Dengue,13,27.3,68,8.0,partiel,290,Aedes,1100000,40,67
2021-02-28,Louga,Paludisme,35,27.3,68,8.0,partiel,290,Anopheles,1100000,40,67
2021-02-28,Matam,Dengue,5,36.1,40,2.3,non,242,Aedes,600000,20,50
2021-02-28,Matam,Paludisme,15,36.1,40,2.3,non,242,Anopheles,600000,20,50
2021-02-28,Saint-Louis,Dengue,11,28.4,61,5.0,partiel,280,Aedes,1000000,80,72
2021-02-28,Saint-Louis,Paludisme,32,28.4,61,5.0,partiel,280,Anopheles,1000000,80,72
2021-02-28,Sedhiou,Dengue,5,27.6,72,9.4,oui,348,Aedes,500000,35,53
2021-02-28,Sedhiou,Paludisme,15,27.6,72,9.4,oui,348,Anopheles,500000,35,53
2021-02-28,Tambacounda,Dengue,8,37.3,41,1.8,partiel,257,Aedes,800000,25,52
2021-02-28,Tambacounda,Paludisme,24,37.3,41,1.8,partiel,257,Anopheles,800000,25,52
2021-02-28,Thies,Dengue,18,32.3,70,6.2,partiel,209,Aedes,2000000,200,75
2021-02-28,Thies,Paludisme,70,32.3,70,6.2,partiel,209,Anopheles,2000000,200,75
2021-02-28,Ziguinchor,Dengue,10,28.5,78,12.5,oui,370,Aedes,600000,90,70
2021-02-28,Ziguinchor,Paludisme,25,28.5,78,12.5,oui,370,Anopheles,600000,90,70
2021-03-31,Dakar,Dengue,36,27.4,73,2.2,oui,357,Aedes,3500000,6025,85
2021-03-31,Dakar,Paludisme,115,27.4,73,2.2,oui,357,Anopheles,3500000,6025,85
2021-03-31,Diourbel,Dengue,19,30.0,60,12.7,partiel,236,Aedes,1800000,120,70
2021-03-31,Diourbel,Paludisme,64,30.0,60,12.7,partiel,236,Anopheles,1800000,120,70
2021-03-31,Fatick,Dengue,8,30.8,66,14.4,oui,423,Aedes,900000,45,65
2021-03-31,Fatick,Paludisme,30,30.8,66,14.4,oui,423,Anopheles,900000,45,65
2021-03-31,Kaffrine,Dengue,6,31.9,67,4.6,partiel,260,Aedes,700000,50,60
2021-03-31,Kaffrine,Paludisme,21,31.9,67,4.6,partiel,260,Anopheles,700000,50,60
2021-03-31,Kaolack,Dengue,11,32.7,72,12.0,oui,326,Aedes,1200000,150,68
2021-03-31,Kaolack,Paludisme,45,32.7,72,12.0,oui,326,Anopheles,1200000,150,68
2021-03-31,Kedougou,Dengue,2,36.4,46,2.7,oui,395,Aedes,200000,12,55
2021-03-31,Kedougou,Paludisme,9,36.4,46,2.7,oui,395,Anopheles,200000,12,55
2021-03-31,Kolda,Dengue,13,27.9,71,18.9,oui,413,Aedes,800000,60,58
2021-03-31,Kolda,Paludisme,32,27.9,71,18.9,oui,413,Anopheles,800000,60,58
2021-03-31,Louga,Dengue,10,26.3,63,12.8,partiel,277,Aedes,1100000,40,67
2021-03-31,Louga,Paludisme,30,26.3,63,12.8,partiel,277,Anopheles,1100000,40,67
2021-03-31,Matam,Dengue,5,30.4,44,2.0,non,281,Aedes,600000,20,50
2021-03-31,Matam,Paludisme,19,30.4,44,2.0,non,281,Anopheles,600000,20,50
2021-03-31,Saint-Louis,Dengue,11,28.2,61,6.6,partiel,275,Aedes,1000000,80,72
2021-03-31,Saint-Louis,Paludisme,38,28.2,61,6.6,partiel,275,Anopheles,1000000,80,72
2021-03-31,Sedhiou,Dengue,4,30.8,75,5.6,oui,477,Aedes,500000,35,53
2021-03-31,Sedhiou,Paludisme,15,30.8,75,5.6,oui,477,Anopheles,500000,35,53
2021-03-31,Tambacounda,Dengue,7,33.9,52,2.8,partiel,284,Aedes,800000,25,52
2021-03-31,Tambacounda,Paludisme,25,33.9,52,2.8,partiel,284,Anopheles,800000,25,52
2021-03-31,Thies,Dengue,23,33.1,66,10.4,partiel,215,Aedes,2000000,200,75
2021-03-31,Thies,Paludisme,59,33.1,66,10.4,partiel,215,Anopheles,2000000,200,75
2021-03-31,Ziguinchor,Dengue,10,27.6,75,18.2,oui,404,Aedes,600000,90,70
2021-03-31,Ziguinchor,Paludisme,23,27.6,75,18.2,oui,404,Anopheles,600000,90,70
2021-04-30,Dakar,Dengue,41,28.8,67,9.1,oui,466,Aedes,3500000,6025,85
2021-04-30,Dakar,Paludisme,119,28.8,67,9.1,oui,466,Anopheles,3500000,6025,85
2021-04-30,Diourbel,Dengue,15,27.2,69,2.4,partiel,250,Aedes,1800000,120,70
2021-04-30,Diourbel,Paludisme,50,27.2,69,2.4,partiel,250,Anopheles,1800000,120,70
2021-04-30,Fatick,Dengue,10,31.6,61,8.5,oui,349,Aedes,900000,45,65
2021-04-30,Fatick,Paludisme,29,31.6,61,8.5,oui,349,Anopheles,900000,45,65
2021-04-30,Kaffrine,Dengue,7,29.0,71,7.6,partiel,248,Aedes,700000,50,60
2021-04-30,Kaffrine,Paludisme,23,29.0,71,7.6,partiel,248,Anopheles,700000,50,60
2021-04-30,Kaolack,Dengue,12,28.8,61,3.2,oui,468,Aedes,1200000,150,68
2021-04-30,Kaolack,Paludisme,35,28.8,61,3.2,oui,468,Anopheles,1200000,150,68
2021-04-30,Kedougou,Dengue,2,36.4,41,1.9,oui,462,Aedes,200000,12,55
2021-04-30,Kedougou,Paludisme,10,36.4,41,1.9,oui,462,Anopheles,200000,12,55
2021-04-30,Kolda,Dengue,13,28.1,71,5.4,oui,359,Aedes,800000,60,58
